Date,Food,Beer,Smoke,Games,Books,Hshld,Clths,Hlth,Chems,Txtls,Cnstr,Steel,FabPr,ElcEq,Autos,Carry,Mines,Coal,Oil,Util,Telcm,Servs,BusEq,Paper,Trans,Whlsl,Rtail,Meals,Fin,Other
1942-01-01,1.1167,1.3165,1.0297,1.3931,1.5476,1.0857,1.1676,1.1731,1.053,1.3586,1.2627,0.9742,1.1949,1.2514,1.524,0.9376,1.1543,1.0465,1.224,1.1941,1.0638,1.1447,1.2348,1.1749,1.2574,1.3934,1.1671,1.2399,1.4001,1.2859
1943-01-01,1.3201,1.7852999999999999,1.2308,1.5389,1.9326,1.31,1.3065,1.201,1.0776,1.4603,1.299,1.1671,1.2861,1.316,1.3029,1.2218,1.1345,1.4491,1.2913999999999999,1.5311,1.3207,2.4697,1.2237,1.2897,1.3343,1.7168999999999999,1.4063,1.5952000000000002,1.3792,1.2938
1944-01-01,1.2176,1.1896,1.1894,1.3308,1.4398,1.1726,1.1959,1.1073,1.1074,1.4375,1.2610999999999999,1.2772999999999999,1.2312,1.1938,1.3204,1.4117,1.1752,1.4615,1.1171,1.1719,1.1118999999999999,1.8323999999999998,1.1844999999999999,1.2453,1.4348,1.3603,1.262,1.4472,1.1848,1.2869
1945-01-01,1.3735,2.5977,1.324,1.7388,1.9034,1.3261,1.3739,1.4612,1.3192,1.7178,1.4526,1.4915,1.3908,1.3045,1.3237,1.4259,1.4467,1.4171,1.3035,1.5148,1.2365,1.8613,1.3537,1.4151,1.4068,1.5103,1.521,1.8109000000000002,1.5001,1.2653
1946-01-01,0.9685,0.8086,0.9827,1.0029,0.8384,0.9652000000000001,0.9334,1.2797,1.0244,0.9528,1.0237,1.014,0.8324,0.7302,0.7357,0.77,0.8611,0.9876,1.0455,1.0458,0.9316,0.8647,1.0285,1.0575,0.7761,1.0153,0.993,0.941,0.8838,0.9323
1947-01-01,1.0295,0.7927,0.9535,0.7166,0.8548,1.0571,1.1107,0.8069999999999999,1.0464,1.1643,0.9601999999999999,1.0753,1.1365,1.0735,1.1461999999999999,0.9699,0.9598,1.596,1.2264,0.891,0.9255,0.9484,1.0341,1.049,0.9776,0.9675,0.9799,0.9423,1.0057,1.0066
1948-01-01,0.9112,0.9693,0.9892,0.9787,0.8871,0.9624,0.9182,0.9475,1.0525,0.9229,0.9282,1.0507,0.9201,1.086,1.0195,0.9997,1.0676,1.1192,1.0509,1.0471,1.0486,0.8936,1.0498,0.9927,1.0063,0.9836,1.0498,0.8472,1.1024,0.9858
1949-01-01,1.2744,1.4171,1.2391,1.2435,1.2349,1.3675,1.2466,1.3992,1.2817,1.1877,1.2610999999999999,1.0761,1.1642000000000001,1.1398,1.338,1.125,1.1843,0.9597,1.0865,1.3308,1.0694,1.4468999999999999,1.2962,1.3027,1.0741,1.1602999999999999,1.2349,1.2168,1.3564,1.1671
1950-01-01,1.0562,1.3401,0.9321,0.9457,1.1051,1.2646,1.2342,1.1741,1.4178,1.4236,1.1604,1.6512,1.3447,1.2603,1.4264000000000001,1.5472000000000001,1.4262,1.4842,1.5011999999999999,1.0557,1.0989,1.1360999999999999,1.1261999999999999,1.4624000000000001,1.4554,1.2588,1.1818,1.1926999999999999,1.1447,1.1501000000000001
1951-01-01,1.0519,1.1208,1.0022,1.1797,1.0048,1.0511,0.9723,1.3111,1.2355,0.9598,1.2517,1.1557,1.1736,1.2711000000000001,1.2368999999999999,1.0499,1.1818,1.1515,1.4029,1.2277,1.112,1.0828,1.1858,1.2138,1.0616,1.2722,1.0692,1.0532,1.2863,1.1915
1952-01-01,1.0851,0.8634,1.2085,0.9843,1.0576,1.0733,1.0658,0.8778,1.0659,0.9483,1.096,1.0562,1.0916,1.2664,1.3692,1.1627,1.0444,1.1102,1.1142,1.2165,1.1018,1.0273,1.0888,1.1338,1.2923,0.9681,1.0836999999999999,1.2014,1.2185000000000001,1.0356
1953-01-01,1.0588,0.9942,0.9817,1.1413,1.084,1.0179,0.9846,1.0078,1.046,0.8196,1.0458,0.949,0.9363,1.1105,0.9,1.0884,0.8481,0.7635000000000001,0.9665,1.0856,1.0617,1.2358,1.0897000000000001,1.1401,0.8956999999999999,0.8851,1.0481,0.9639,1.0097,1.1399
1954-01-01,1.2747,1.3483,1.1264,1.5851,1.3961999999999999,1.5269,1.2939,1.3521,1.4634,1.4861,1.6324999999999998,1.8731,1.6239,1.6614,1.6731,2.1139,1.6088,1.5981,1.5582,1.2652,1.2123,1.4909000000000001,1.7212,1.6543,1.6078000000000001,1.3907,1.3085,1.9719,1.559,1.3848
1955-01-01,1.0984,0.9875,1.2481,0.9883,1.1412,1.071,1.1344,1.2107999999999999,1.3485,1.0866,1.2439,1.48,1.2277,1.1827,1.4335,1.2687,1.2038,1.4501,1.2863,1.1223,1.1158,1.0685,1.2126000000000001,1.2794,1.178,1.0255,1.2372,1.1553,1.0906,1.1398
1956-01-01,0.9713,1.0779,1.0121,1.0754,1.1464,1.0354,0.9209,1.1562999999999999,0.9653,0.8476,1.0834,1.2139,1.2824,1.0362,1.0084,1.1774,0.9834,1.3802,1.2115,1.0688,1.0382,1.1402,1.38,1.0207,1.0032,1.1733,0.893,1.0171,0.9997,1.0554
1957-01-01,1.0456,0.9863,1.1974,0.9011,1.0858,1.0163,0.8714,1.2852999999999999,0.8993,0.7638,0.8961,0.6755,0.7363,1.0053,0.8167,0.7641,0.756,0.6532,0.8632,1.06,1.0203,1.1295,1.1276,0.9521,0.7322,0.8747,0.9767,0.8436,0.9841,0.8699
1958-01-01,1.4558,1.6327,1.4661,1.7026,1.4824,1.5234999999999999,1.3534000000000002,1.7456999999999998,1.315,1.7578,1.4516,1.707,1.5733000000000001,1.4036,1.5381,1.3121,1.3967,1.4859,1.28,1.4053,1.4445999999999999,1.5333999999999999,1.6887,1.425,1.6822,1.4091,1.581,1.9236,1.4345,1.5926
1959-01-01,1.1813,1.1291,1.2182,1.4668,1.2236,1.2413,1.2284,1.296,1.2418,1.2659,1.1587,1.1236,1.1541000000000001,1.3323,1.2109,1.01,0.9305,1.1551,0.9218,1.0372,1.1616,1.1937,1.3032,1.1681,1.0342,1.1964000000000001,1.1872,1.2803,0.9899,1.1226
1960-01-01,1.307,0.9342,1.3642,1.5387,1.3253,1.3035999999999999,0.9272,1.0564,0.8128,0.8702,1.016,0.7876000000000001,0.9306,0.8311,0.7607999999999999,1.0901,1.1777,0.9074,0.9821,1.2078,1.3221,1.3173,1.2133,0.9803,0.914,1.0042,1.0569,1.0084,1.1005,1.1175
1961-01-01,1.3197,1.3273,1.6416,1.1627,1.1038000000000001,1.388,1.4966,1.2683,1.184,1.396,1.164,1.1328,1.2013,1.0952,1.4532,1.1101,1.1065,1.4963,1.2596,1.2833999999999999,1.3037,1.0928,1.315,1.1266,1.197,1.2726,1.4799,1.1153,1.4607999999999999,1.4013
1962-01-01,0.8456,0.9065,0.6027,0.5422,0.7294,0.8418,0.8108,0.791,0.9805,0.9414,0.7902,0.7519,0.8874,0.9037,0.9982,0.9423,0.8558,0.9029,1.1018,0.9981,0.8762,0.8083,0.7311,0.8262,1.0431,0.8389,0.8143,0.692,0.8831,0.9312
1963-01-01,1.193,1.0288,1.0822,1.0836,1.1999,1.287,1.0533,1.207,1.2118,1.4349,1.1488,1.2643,1.21,1.035,1.3594,0.993,1.2996,1.4604,1.2238,1.1121,1.2158,1.0475,1.2843,1.2066,1.381,1.0431,1.2038,0.9407,1.0939,1.2206
1964-01-01,1.1106,1.1836,1.0741,0.9415,1.2574,1.1146,1.1821,1.1651,1.1891,1.3112,1.1226,1.0933,1.2726,1.1865999999999999,1.2689,1.3376,1.4222,1.057,1.2721,1.1619,1.0241,1.1991,1.0291,1.03,1.2014,1.1209,1.3273,1.2428,1.005,0.9819
1965-01-01,1.0804,1.2631000000000001,1.1188,1.8588,1.5103,1.3857,1.3413,1.3218,1.089,1.4657,1.1743000000000001,1.2371,1.3155999999999999,1.4968,1.1074,1.6158000000000001,1.3472,1.1277,1.037,1.0284,0.9475,1.3804,1.3388,1.1471,1.3342,1.3918,1.054,1.3115,1.0879,1.3455
1966-01-01,0.9157,0.9355,0.8625,0.8107,1.078,0.9988,0.8377,0.9516,0.7287,0.7008,0.8737,0.8855,0.8389,0.9066,0.73,0.9825,1.0328,1.1208,0.9587,0.9457,0.9542,0.8431,1.0825,0.9558,0.9798,1.0153,0.7527,0.8915,0.9458,0.9547
1967-01-01,1.2717,1.2506,1.2781,1.5278,1.2479,1.335,1.7155,1.2772999999999999,1.2097,1.4958,1.4761,1.2327,1.4303,1.6814,1.38,1.418,1.54,1.5277,1.2243,1.0133,0.9798,2.1113999999999997,1.6358000000000001,1.2277,1.0679,1.9740000000000002,1.4135,2.477,1.2865,1.4165999999999999
1968-01-01,1.2153,1.2658,1.2767,1.3031,1.0745,0.9904,1.3677000000000001,1.1027,1.1074,1.3363,1.3481,1.149,1.1275,1.0074,1.0719,0.947,1.114,1.2687,1.2330999999999999,1.1179,1.106,1.2009,0.993,1.3238,1.1723,1.2921,1.2601,1.5714000000000001,1.533,1.2757
1969-01-01,0.9677,1.0255,0.9938,0.7842,0.8151,1.064,0.6796,1.2268,0.7594000000000001,0.7054,0.8539,0.8048,0.7943,0.8775999999999999,0.8734999999999999,0.5783,0.7517,0.9406,0.7496,0.8567,0.938,0.9512,1.0425,0.9865,0.6554,0.6900999999999999,0.9983,0.888,0.861,0.6721
1970-01-01,1.0574,0.9638,1.3264,0.8796,0.8073,0.9523,1.0211,0.938,1.1114,1.1427,0.9769,0.9065,1.0185,1.0527,1.1461000000000001,0.79,0.9719,1.5465,1.1546,1.1659,1.057,0.704,0.7937000000000001,0.9701,0.9518,0.7748,1.0912,0.7662,0.9913,0.8656
1971-01-01,1.1933,1.2353,1.1525,1.4298,1.2412,1.3037,1.2438,1.2341,1.206,1.0304,1.071,0.9476,1.187,1.3261,1.1276,1.2934,0.9733,1.0089,1.0747,1.0206,1.0313,1.1925,1.1241,1.0653,1.4923,1.3364,1.3524,1.4788000000000001,1.2165,1.1978
1972-01-01,1.171,1.2519,1.15,1.2196,1.0234,1.3157999999999999,0.9205,1.2868,1.1975,1.0427,1.015,1.0965,1.2178,1.1589,1.0702,1.1429,1.2166000000000001,0.679,1.2251,1.1012,1.2046000000000001,0.9323,1.1841,1.195,0.9704,1.0796000000000001,1.0768,1.3296999999999999,1.1358,1.0937
1973-01-01,0.7977,0.8311,0.8548,0.44600000000000006,0.6174999999999999,0.7481,0.43389999999999995,0.8496,0.949,0.5860000000000001,0.7619,1.1168,0.9088,0.7373000000000001,0.588,0.7075,1.4022000000000001,1.0921,1.0986,0.8127,0.908,0.6264000000000001,0.7684,0.9977,0.7182,0.6544,0.64,0.5113000000000001,0.7927,0.7171000000000001
1974-01-01,0.7323999999999999,0.5036,1.0123,0.6367,0.6969000000000001,0.5949,0.6953,0.7779,0.8362,0.779,0.6911,0.9069,0.6995,0.5914999999999999,0.7532,0.76,0.7709,1.3261,0.738,0.803,0.9241,0.625,0.6565,0.7196,0.743,0.8409,0.6658,0.5319,0.662,0.6661999999999999
1975-01-01,1.5507,1.3635,1.2301,1.8301,1.6089,1.414,2.1493,1.094,1.4978,1.7044000000000001,1.5627,1.3665,1.3808,1.4277,1.7367,1.5870000000000002,1.2873999999999999,1.6674,1.2366,1.4509,1.254,1.4311,1.4773,1.4274,1.4232,1.5027,1.6465999999999998,2.1877,1.2197,1.3066
1976-01-01,1.1442,1.067,1.2163,1.284,1.3656000000000001,1.0796999999999999,1.3654,1.0068,1.1181,1.2048999999999999,1.4194,1.3078,1.3622999999999998,1.2604,1.4449,1.5659,1.2845,1.4303,1.3918,1.3155999999999999,1.3584,1.3174,1.3002,1.25,1.298,1.2896,1.1621000000000001,1.0223,1.3572,1.3009
1977-01-01,0.9847,0.8185,0.9906,0.9418,1.1441,0.8428,1.0708,0.9562,0.8444,0.9528,0.9667,0.8053,1.0187,1.0622,0.9037,1.0714,0.8188,0.8369,0.9799,1.0714,1.0343,1.1649,1.0042,0.8338,0.9884,1.016,0.8947,1.0799,1.0053,1.0815
1978-01-01,1.055,1.0944,1.1402,1.1767,1.169,1.0796000000000001,1.0377,1.1677,1.0126,1.0865,1.0777,1.0116,1.1189,1.0954,1.0023,1.4533,1.0951,0.8636,1.085,0.9648,1.0824,1.1347,1.1549,1.1162,1.0746,1.149,0.9625,1.1491,1.1025,1.161
1979-01-01,1.0657,1.3044,1.203,1.2992,1.212,1.0087,1.3325,1.1979,1.3336999999999999,1.2609,1.3441,1.3035,1.2614,1.2269999999999999,1.0546,1.2903,1.8281999999999998,1.5575999999999999,1.5925,1.1348,0.9916,1.3524,1.1116,1.0995,1.2043,1.3989,1.116,1.1678,1.2615,1.3457
1980-01-01,1.1205,1.1844999999999999,1.3342,1.3646,1.2654,1.2182,1.2684,1.301,1.2687,1.1552,1.3078,1.2627,1.3764,1.3261,1.0669,1.4122,1.5059,1.2647,1.6864,1.1909,1.0848,1.5105,1.3186,1.1859,1.3628,1.3565,1.1157,1.1876,1.2543,1.5171000000000001
1981-01-01,1.1698,1.1809,1.121,1.0849,1.1905000000000001,1.0264,1.0913,1.04,0.9322,1.2035,0.8939,0.9928,0.8966000000000001,1.0298,0.9485,0.7349,0.8834,0.892,0.7894,1.0615,1.3383,1.0595,0.8608,1.0087,1.0596,0.9688,1.158,1.1191,1.0901,0.8987
