universe,portfolio,mean,vol,excess_mean,sharpe
industries,GMV,0.009732696039063996,0.03139641741248577,0.006435413430368349,0.20497285871250726
industries,TAN,0.017633058717724033,0.04686002035952437,0.014335776109028385,0.3059276542997621
