portfolio,alpha,r_squared,residual_norm
30 ind TAN,1.2253483121172537,0.11156958419126106,1.7934233949002076
30 ind GMV,0.9655201159150754,-0.07356395178494446,0.8332634643916125
FF5 TAN,0.8074860066004919,0.11071975698608183,0.2826079937976362
FF5 GMV,0.9685574566991554,-0.015018092097242919,0.238164195115262
