Universe,Sharpe(U),Sharpe(C),Gross Leverage(U)
FF3,0.2832436680060039,0.23870478228535552,74.65626050905252
Proxy3,0.2879598997795608,0.23585600555182062,4.470562294157992
FF5,0.2972386690769922,0.2725880496828499,2.938228516568471
Proxy5,0.30127376981748744,0.24139546428020237,6.182288076554031
